subject	method	block	trail	ct
2	F	1	0	13004
2	F	1	1	5914
2	F	1	2	2603
2	F	1	3	6010
2	F	1	4	4955
2	F	1	5	6298
2	F	1	6	4227
2	F	1	7	4212
2	F	1	8	10701
2	F	1	9	10587
2	F	1	10	21182
2	F	1	11	19801
2	F	1	12	5786
2	F	1	13	26560
2	F	1	14	15091
2	F	2	0	4906
2	F	2	1	2916
2	F	2	2	3460
2	F	2	3	9179
2	F	2	4	9785
2	F	2	5	14970
2	F	2	6	3915
2	F	2	7	6953
2	F	2	8	6074
2	F	2	9	5882
2	F	2	10	1740
2	F	2	11	18067
2	F	2	12	18503
2	F	2	13	2147
2	F	2	14	2964
2	F	3	0	4476
2	F	3	1	3268
2	F	3	2	2563
2	F	3	3	19824
2	F	3	4	2812
2	F	3	5	5722
2	F	3	6	7739
2	F	3	7	8824
2	F	3	8	4483
2	F	3	9	5627
2	F	3	10	2003
2	F	3	11	8522
2	F	3	12	2763
2	F	3	13	6690
2	F	3	14	20362
2	F	4	0	7810
2	F	4	1	3459
2	F	4	2	1860
2	F	4	3	7578
2	F	4	4	4291
2	F	4	5	1955
2	F	4	6	3652
2	F	4	7	3938
2	F	4	8	3475
2	F	4	9	4403
2	F	4	10	29998
2	F	4	11	17768
2	F	4	12	12995
2	F	4	13	5922
2	F	4	14	1771
3	T	1	0	2260
3	T	1	1	2428
3	T	1	2	1812
3	T	1	3	3499
3	T	1	4	1803
3	T	1	5	2900
3	T	1	6	2172
3	T	1	7	2364
3	T	1	8	2011
3	T	1	9	2475
3	T	2	0	2434
3	T	2	1	5035
3	T	2	2	1996
3	T	2	3	3858
3	T	2	4	1556
3	T	2	5	2132
3	T	2	6	1841
3	T	2	7	1828
3	T	2	8	2675
3	T	2	9	2998
3	T	3	0	1923
3	T	3	1	1572
3	T	3	2	1571
3	T	3	3	1724
3	T	3	4	1868
3	T	3	5	1603
3	T	3	6	1643
3	T	3	7	2338
3	T	3	8	4723
3	T	3	9	1691
3	T	4	0	2243
3	T	4	1	1658
3	T	4	2	2378
3	T	4	3	1516
3	T	4	4	1427
3	T	4	5	1443
3	T	4	6	1442
3	T	4	7	1340
3	T	4	8	1659
3	T	4	9	3330
3	F	1	0	8114
3	F	1	1	3954
3	F	1	2	3059
3	F	1	3	8875
3	F	1	4	7899
3	F	1	5	30001
3	F	1	6	11874
3	F	1	7	9115
3	F	1	8	2900
3	F	1	9	28394
3	F	1	10	2795
3	F	1	11	10706
3	F	1	12	3523
3	F	1	13	2771
3	F	1	14	3211
3	F	2	0	3722
3	F	2	1	3899
3	F	2	2	2579
3	F	2	3	2915
3	F	2	4	4195
3	F	2	5	5402
3	F	2	6	10884
3	F	2	7	11234
3	F	2	8	6282
3	F	2	9	7874
3	F	2	10	2883
3	F	2	11	2532
3	F	2	12	5442
3	F	2	13	24962
3	F	2	14	4066
3	F	3	0	8235
3	F	3	1	21177
3	F	3	2	2180
3	F	3	3	3675
3	F	3	4	1907
3	F	3	5	3267
3	F	3	6	2260
3	F	3	7	3204
3	F	3	8	2867
3	F	3	9	2268
3	F	3	10	6372
3	F	3	11	4067
3	F	3	12	5002
3	F	3	13	6075
3	F	3	14	3234
3	F	4	0	2627
3	F	4	1	3131
3	F	4	2	6882
3	F	4	3	3163
3	F	4	4	2260
3	F	4	5	3499
3	F	4	6	4156
3	F	4	7	1995
3	F	4	8	3563
3	F	4	9	2972
3	F	4	10	1724
3	F	4	11	1484
3	F	4	12	7395
3	F	4	13	5162
3	F	4	14	2100
